,num_spikes,firing_rate,presence_ratio,snr,isi_violations_ratio,isi_violations_count,rp_contamination,rp_violations,amplitude_cutoff
237,1193,0.006862851997893723,0.02072538860103627,21.0962496092897,0.0,0,0.0,0,0.0
238,1301,0.007484132815808662,0.02072538860103627,17.85491552807619,34.23418259169698,1,0.0,0,0.0
239,274171,1.577196140079229,0.31088082901554404,7.120301133234791,0.33609187451803124,436,0.1513655740685258,121,0.00026254088527327956
240,1135,0.006529201188272738,0.02072538860103627,15.334128312830854,44.980350240749,1,1.0,1,0.003511852502194908
241,3049,0.017539677905765265,0.02072538860103627,10.173241304108917,24.932148124371523,4,1.0,2,0.015180878552971577
242,621,0.003572364703010899,0.02072538860103627,12.61340446758496,0.0,0,0.0,0,0.0
243,3238,0.01862691933711641,0.02072538860103627,13.720289540039996,66.31963281411048,12,1.0,5,0.0
244,1453,0.00835852804102228,0.02072538860103627,20.248039300930355,0.0,0,0.0,0,0.0
245,1736,0.009986513887966056,0.04145077720207254,26.587482712407247,0.0,0,0.0,0,0.0
246,10172,0.05851544888732184,0.14507772020725387,20.86625790162521,0.5600178279337518,1,0.0,0,0.00039308176100628933
247,1994,0.011470684730762853,0.02072538860103627,14.268652001275251,14.573512837632476,1,0.0,0,0.0
248,1126,0.006477427786779826,0.02072538860103627,10.733327824019414,45.70227032366642,1,0.0,0,0.0
249,2141,0.012316316955147077,0.02072538860103627,13.848426524385008,0.0,0,0.0,0,0.0
250,1165,0.00670177919324911,0.02072538860103627,22.41299981812585,0.0,0,0.0,0,0.0
