5822,55,5,275,10,9,covariance_eigh
1170,55,5,275,10,9,covariance_eigh
4361,55,5,275,10,8,covariance_eigh
1039,55,5,275,10,4,covariance_eigh
4278,55,5,275,10,10,covariance_eigh
1360,55,5,275,10,6,covariance_eigh
4932,55,5,275,10,8,covariance_eigh
1496,55,5,275,10,6,covariance_eigh
2304,55,5,275,10,5,covariance_eigh
1330,55,5,275,10,5,covariance_eigh
3571,55,5,275,10,7,covariance_eigh
1102,55,5,275,10,6,covariance_eigh
3589,55,5,275,10,6,covariance_eigh
1069,55,5,275,10,5,covariance_eigh
4009,55,5,275,10,12,covariance_eigh
1043,55,5,275,10,4,covariance_eigh
4088,55,5,275,10,10,covariance_eigh
1132,55,5,275,10,7,covariance_eigh
4414,55,5,275,10,13,covariance_eigh
1092,55,5,275,10,6,covariance_eigh
2771,55,5,275,10,9,covariance_eigh
1930,55,5,275,10,6,covariance_eigh
4265,55,5,275,10,13,covariance_eigh
2002,55,5,275,10,9,covariance_eigh
3850,55,5,275,10,11,covariance_eigh
2225,55,5,275,10,6,covariance_eigh
5387,55,5,275,10,11,covariance_eigh
2225,55,5,275,10,6,covariance_eigh
7186,55,5,275,10,17,covariance_eigh
2251,55,5,275,10,7,covariance_eigh
7690,55,5,275,10,18,covariance_eigh
1338,55,5,275,10,4,covariance_eigh
6888,55,5,275,10,18,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
6640,55,5,275,10,18,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
6943,55,5,275,10,19,covariance_eigh
1086,55,5,275,10,6,covariance_eigh
6623,55,5,275,10,16,covariance_eigh
1588,55,5,275,10,6,covariance_eigh
7474,55,5,275,10,15,covariance_eigh
1572,55,5,275,10,5,covariance_eigh
3181,55,5,275,10,9,covariance_eigh
1672,55,5,275,10,7,covariance_eigh
2062,55,5,275,10,9,covariance_eigh
2111,55,5,275,10,5,covariance_eigh
2957,55,5,275,10,12,covariance_eigh
1301,55,5,275,10,6,covariance_eigh
3333,55,5,275,10,14,covariance_eigh
3550,55,5,275,10,7,covariance_eigh
3801,55,5,275,10,12,covariance_eigh
2550,55,5,275,10,6,covariance_eigh
3671,55,5,275,10,14,covariance_eigh
3376,55,5,275,10,6,covariance_eigh
3347,55,5,275,10,11,covariance_eigh
2395,55,5,275,10,6,covariance_eigh
3263,55,5,275,10,14,covariance_eigh
2376,55,5,275,10,5,covariance_eigh
2886,55,5,275,10,11,covariance_eigh
1043,55,5,275,10,4,covariance_eigh
4013,55,5,275,10,13,covariance_eigh
2027,55,5,275,10,4,covariance_eigh
4183,55,5,275,10,18,covariance_eigh
1027,55,5,275,10,3,covariance_eigh
3338,55,5,275,10,8,covariance_eigh
